GEOID20,route
060376040013004,40  
060376206013001,130  
060372225001001,757  
060374084023026,577  
060375300073017,68  
060372222002004,207  
060371416001002,150  
060375734011042,60  
060379800361047,68  
060375028014013,120  
060375776052033,577  
060375730042003,60  
060376704132001,344  
060374605011017,177  
060377019021022,534  
060374334031003,176  
060373011004003,92  
060373203004028,234  
060375515022005,265  
060375720014011,60  
060375704042002,60  
060375779003007,801 
060372701012000,806 
060372753114006,108  
060372324011002,757  
060372316012000,206  
060372719023007,33  
060375505011007,62  
060372402003006,45  
060375420003015,125  
060375422003000,128  
060376024022004,211  
060375518011014,127  
060375433044010,205  
060372933072012,205  
060376029003019,209  
060371066041003,224  
060374335061025,266  
060371871022025,603  
060371198011003,166  
060372088021005,18  
060371239012010,230  
060372656021007,20  
060375331051000,254  
060372412021006,120  
060375356042003,612  
060379800141081,232  
060372970022001,205  
060372970022009,550  
060372970012008,550  
060375536022008,265  
060375426023003,125  
060374325011007,487  
060375336011003,110  
060375400003028,260  
060375433051027,202  
060375519001003,120  
060375512032011,120  
060375358024007,251  
060376512211001,344  
060376024024005,40  
060375341011004,110  
060377023002023,33  
060375551053001,62  
060373021022006,183  
060374800112002,78  
060374307211007,268  
060376038011007,40  
060374306003017,487  
060379304003074,804 
060372190202001,35  
060374608002007,267  
060374328011009,70  
060375545112003,128  
060372741004010,108  
060371898011004,2  
060376704072003,344  
060375026022004,266  
060375349003008,111  
060371352012003,164  
060372412025007,81  
060375337031000,108  
060372761022011,102  
060374625004001,268  
060374625001003,268  
060372182201003,35  
060375302032010,18  
060372199013006,14  
060372079021017,30  
060372734031008,33  
060375325001014,60  
060372325004000,108  
060376036002003,210  
060376203033000,126  
060375039011002,460  
060376035002003,210  
060375431005000,51  
060375540023005,127  
060372199022006,217  
060374046001109,804 
060372216011006,204  
060372291002000,55  
060371972002004,96  
060375719003013,60  
060372405004018,45  
060375538012003,258  
060376030072004,125  
060376209043034,126  
060371097003009,158  
060371254022010,155  
060371412011000,155  
060371416001004,150  
060375303024003,260  
060376500043016,210  
060373005012015,90  
060371134261009,245  
060377009012007,20  
060372736001003,33  
060372766013001,115  
060375506011007,266  
060371912012010,2  
060376037031014,211  
060376030082001,125  
060376203011007,232  
060376037031010,126  
060375400003010,260  
060376026014003,210  
060377017013017,4  
060372372024001,110  
060375337031005,108  
060375319021007,18  
060375037011009,120  
060376021031013,40  
060372410012010,120  
060376505011009,344  
060375515012002,117  
060372373004011,207  
060372182103002,35  
060375002025009,120  
060375026023007,62  
060371096031003,234  
060375356071008,117  
060375002033003,120  
060376017002006,803 
060376707011013,205  
060372969021003,550  
060374819021015,70  
060375330011002,55  
060371066031021,236  
060376211045012,130  
060375708005014,265  
060375720011016,60  
060377013021001,20  
060374819021009,70  
060374819014006,258  
060371415001018,734  
060371944012012,10  
060379304003220,804 
060371810002022,81  
060374811021000,78  
060372084021000,10  
060372699061002,33  
060379800331077,232  
060378003281000,161  
060376032003006,205  
060371112062003,239  
060379800161056,60  
060372625012012,602  
060372211102000,30  
060372172003007,30  
060374821021009,260  
060372315001007,105  
060376513042010,232  
060371245001009,237  
060377012014000,602  
060379800361001,70  
060375779001017,801 
060372964011018,205  
060376041011005,126  
060374807042006,78  
060379304002065,90  
060371327001006,239  
060371021052000,92  
060378003381000,161  
060371347103000,169  
060372060511092,66  
060372283101002,102  
060375323021010,258  
060375518011024,266  
060374800022005,78  
060371237002003,164  
060371112021011,239  
060371112022015,239  
060374819012004,258  
060371955001015,201  
060375542013004,266  
060375542031001,130  
060375548023000,128  
060371153021001,243  
060371892022002,180  
060374825213007,176  
060375412002003,53  
060374609002006,267  
060373106021003,92  
060379902000005,534  
060372163011016,217  
060375425011005,205  
060371153014007,243  
060378004061086,534  
060377009014009,16  
060372756052001,110  
060376025131000,757  
060371279102000,163  
060375301022005,18  
060372322002005,206  
060375437042013,246  
060376702021009,344  
060375539012003,127  
060372947013009,246  
060376514022036,344  
060379800051009,130  
060376209013019,126  
060371277111013,234  
060371021041021,92  
060374603014014,177  
060375032022007,120  
060371432002004,155  
060373010003001,201  
060372093001004,66  
060373024015008,183  
060371437003011,237  
060374044011003,804 
060379800161062,105  
060375416051008,127  
060375529004001,128  
060375544061002,130  
060372185001006,212  
060371373011005,164  
060372653011000,2  
060371151031009,166  
060374312003001,78  
060374331034012,176  
060372313023000,102  
060372094011003,66  
060372213021005,35  
060371851012004,81  
060372678003019,734  
060372260021022,66  
060376009023006,212  
060372379002011,207  
060375418021017,125  
060379800131011,232  
060375039021003,460  
060376210056007,126  
060379800141009,232  
060375731022005,60  
060376514022011,344  
060375754011014,232  
060376707011010,205  
060375361041007,115  
060375719003004,60  
060371204003002,167  
060371021031005,92  
060374812011001,78  
060374309021018,267  
060372947011000,232  
060371252003008,155  
060378003382017,161  
060372015041012,256  
060372240101017,55  
060375316031001,258  
060372393302001,51  
060372384002016,206  
060375351022013,55  
060375540014000,125  
060375759021017,801 
060379800311033,205  
060374006053027,804 
060378004061085,534  
060375037012007,120  
060375362021015,265  
060376024043005,211  
060376704131001,344  
060379800141087,246  
060375518011005,127  
060375536021006,258  
060375776022030,577  
060372911301010,125  
060371810001005,180  
060371241031011,164  
060374623013006,256  
060371435004006,167  
060371374012015,169  
060375502012005,120  
060375412003001,125  
060371203001001,152  
060378001012004,169  
060375027002017,62  
060371944023009,10  
060371972001014,96  
060371920022009,10  
060377024001017,733  
060372313021007,40  
060375006004001,266  
060376009121003,110  
060372172001003,30  
060371431021008,155  
060376200013007,625  
060372697004009,16  
060372698001005,16  
060372214012003,14  
060375440011008,202  
060372781022013,108  
060372781022003,115  
060379800331035,801 
060376514023004,232  
060375748001003,577  
060373202022009,234  
060375319013005,66  
060375302041012,18  
060375326071009,110  
060377016014021,20  
060374315023003,487  
060376030072003,125  
060379304002080,90  
060372240201034,78  
060372944102002,205  
060375412001010,53  
060377031001007,212  
060371329001010,239  
060373008003005,90  
060372260021032,66  
060371021072008,222  
060374622013002,687  
060372185001008,212  
060371397041000,150  
060371990022009,28  
060372038004001,68  
060372293002002,10  
060375027004078,120  
060375429001007,51  
060377001022000,212  
060374301013004,267  
060371990021007,81  
060374808022019,258  
060374641021001,176  
060371113032015,158  
060371082022026,243  
060375309011005,68  
060375300052023,68  
060376504012003,344  
060376037024006,211  
060376037051012,126  
060371344231014,169  
060373014002013,92  
060377018022005,806 
060375538021025,265  
060375400001006,260  
060375400002014,260  
060374806024011,260  
060371171013001,234  
060373114001002,222  
060373203004025,234  
060375323041010,108  
060375331083001,110  
060374311004007,804 
060371061112029,234  
060379800341080,128  
060375337032009,611  
060376023014016,125  
060376514012000,232  
060375436052011,205  
060373014002007,92  
060375351023010,53  
060371974102021,603  
060375351013009,53  
060371252003007,155  
060375042002062,120  
060377028012002,33  
060372721005008,733  
060372408002002,51  
060379800281029,625  
060375336021003,110  
060375529003011,128  
060375527003002,460  
060375527004001,460  
060375402033009,612  
060376022013000,211  
060372733001015,33  
060376206021007,344  
060376706043005,344  
060372766013000,115  
060373108005019,183  
060375763013010,232  
060371210102002,230  
060371897022004,237  
060372340012000,209  
060374619011000,687  
060371275202005,234  
060372168004002,728  
060371395022006,150  
060371235201005,164  
060372047002012,18  
060371375022001,150  
060375326072000,108  
060375536012017,125  
060376036002011,710  
060377008021006,16  
060372676002008,806 
060372702003002,33  
060372711002007,806 
060372372023005,207  
060375540023000,127  
060375420002006,125  
060376512014006,232  
060375552113012,62  
060376205214003,130  
060375722024015,60  
060372185002002,212  
060375700031001,266  
060375302042003,18  
060372264202000,51  
060371436031012,150  
060372167003010,105  
060374827021002,68  
060372322002003,206  
060375361042010,115  
060379800141007,202  
060374825221001,176  
060371396001012,150  
060374605021020,177  
060374808042014,78  
060377006005005,2  
060375545183004,128  
060372948302024,246  
060372949001011,202  
060377004004005,4  
060373115003002,183  
060373112002019,154  
060377006002016,4  
060377006001036,704  
060374806023011,176  
060371244001003,237  
060374814043002,176  
060371944011008,10  
060374324012011,268  
060376033022006,130  
060374613004024,180  
060371286021005,237  
060371288023002,744  
060371277111002,165  
060378002061023,161  
060371815003008,81  
060377007003035,720  
060377005021002,2  
060372170013003,16  
060372073051006,18  
060374823033006,70  
060371838201004,81  
060374641012012,78  
060372781021006,115  
060373008001006,90  
060375031051012,120  
060375431002013,53  
060374827013019,68  
060374822013002,70  
060376021052014,211  
060373003012006,90  
060375002024001,120  
060371278052002,165  
060371197003002,158  
060371439011010,150  
060373021021000,81  
060371816001001,180  
060371941012001,222  
060374317015004,268  
060371249022000,230  
060371951003000,201  
060372127023011,28  
060372643031004,20  
060372132012004,28  
060372640001014,602  
060377009012006,720  
060372117042000,20  
060377008013041,720  
060374006052011,804 
060371277112009,164  
060371274001003,237  
060371173032003,237  
060374304002009,487  
060374311002020,267  
060373025043002,90  
060378002041025,161  
060374634003002,267  
060371832203004,83  
060374642006016,78  
060374816062000,76  
060374305024005,268  
060371397031005,150  
060378002052012,161  
060371882021002,780  
060374308022002,267  
060374322021001,76  
060379304002055,222  
060379304002096,224  
060379304002035,222  
060371066431013,239  
060371066491008,239  
060371977002006,4  
060374008011003,804 
060375325001027,108  
060375537021020,127  
060371289102008,234  
060375553003001,460  
060371096033008,234  
060371132131010,166  
060377009023012,28  
060374815003012,76  
060374815003017,76  
060372622002012,788  
060372013012004,252  
060375433063016,246  
060371111001005,236  
060371131021001,243  
060372145011000,16  
060371323022000,165  
060373109006006,154  
060371393013000,901  
060371132383003,245  
060371412023003,150  
060378005061010,534  
060375028015001,62  
060375315022006,256  
060375542013006,130  
060374324021001,268  
060371316004009,243  
